row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
GAB-capacity.training-connected-schools-programme,GAB,capacity.training,Capacity,instrument,Primary-education digitalisation programme,In development,2026-08-28,"250 tablets handed over at Libreville, 12 June 2026",2026-06-13,Advanced,"No school count, equipment statement or supplier record held","The education minister places tablet handovers inside a national programme for digitalising primary teaching written into the Plan national de croissance et de developpement: 250 tablets were given to pupils at a Libreville school in June 2026 with UNICEF and Airtel Gabon, and tablets and textbooks went to establishments in Ogooue-Ivindo in August; UNICEF had piloted digital learning in nine primary schools in 2022. No national school count or budget for the programme is held",2026-08-28-ogooue-ivindo-tablettes-manuels-etablissements|2026-06-13-gabon-250-tablettes-remises-eleves-digitalisation-educatif|2022-07-15-unicef-gabon-digital-learning-nine-pilot-primary-schools,,
GAB-capacity.training-public-digital-training-institutions-under,GAB,capacity.training,Capacity,instrument,Public digital-training provision,Implemented,2026-06-15,"2,000 young people enrolled for office-software training, June 2026",2024-07-03,Advanced,No organisation decree or annual report from any training institution held,"A mapping of higher-education provision and intake capacity was published in July 2024, a laboratory programme reported 3,823 people certified in digital-economy skills over eight years, 300 public agents were trained in AI, cybersecurity and computing in October 2025, and 2,000 young people were enrolled for office-software training in June 2026. No institution's own annual report is held",2026-06-15-numerikavenir-2000-jeunes-formation-pack-office-ccpe-zon|2025-11-02-gt-lab-3823-certifies-huit-ans-competences-economie-numerique|2025-10-19-dgpe-300-agents-formes-ia-cybersecurite-informatique|2024-07-03-cartographie-offres-formation-capacites-accueil-enseignement-superieur,,
GAB-capacity.training-united-states-cyber-and-ai-training,GAB,capacity.training,Capacity,instrument,United States-supported cyber and AI training programme,Implemented,2026-08-25,130 young people trained since June 2026,2026-06-01,Advanced,Did not exist,"More than 130 young people have been trained in cybersecurity, networks, artificial intelligence and programming since June 2026 under a programme with the United States; no curriculum, certification or placement outcome is on file",2026-08-25-gab-gabon-etats-unis-130-jeunes-formes-en-cybersecurite-reseaux,,
GAB-capacity.research-gabon-statistical-development-project,GAB,capacity.research,Capacity,instrument,Gabon Statistical Development Project,Discontinued,2017-03-30,"Closed, against US$50m committed in 2017",2023,No change,Closed,"Closed, with no successor statistical-capacity operation on the base",2017-03-30-wb-gab-004-gabon-statistical-development-project,,"Year precision; the only statistical-capacity finance the wiki holds for Gabon, and it ended before the window opened"
GAB-capacity.research-named-national-research-funding-for,GAB,capacity.research,Capacity,instrument,Named national research funding for digital technology or artificial intelligence,Not held,,,,,,,,2026-09-04,
GAB-include.access-registre-social-unifie-du-gabon,GAB,include.access,Inclusion,instrument,Registre social unifie du Gabon,In development,2026-07-29,"First deliverable presented at Libreville, with World Bank representatives present",2025-08-28,Advanced,"Technical work finalised at a closing workshop on 2025-08-28, with nothing delivered","First deliverable presented, alongside a commitment to full digitalisation of non-contributory social protection under the 2026-2030 development plan",2025-08-28-gabon-registre-social-unique|2026-07-29-agp-gabon-registre-social-unifie-rsug-premier-livrable,,"The state's own source uses three different names for it; no beneficiary count, coverage or platform is published"
GAB-include.divides-gender-digital-divide,GAB,include.divides,Inclusion,measure,Gender gap in account holding and digital payment,,2026-04-02,"World Bank country factsheet, data as of 2 April 2026",2026-04-02,"No change, a first measurement with no earlier figure behind it",No published gender-gap figure for Gabon held,"63.7% of women against 72.4% of men held an account at a financial institution, and 35.4% of women against 40.9% of men used a mobile phone or the internet to pay bills (2024)",2026-04-02-gabon-gender-data-landscape-2026,,
GAB-include.divides-rural-and-urban-internet-access,GAB,include.divides,Inclusion,instrument,Rural and urban internet access split,Not held,,,,,,,,2026-09-04,
GAB-include.divides-universal-service-fund,GAB,include.divides,Inclusion,instrument,Universal service fund,Not held,,,,,,,,2026-09-04,
GAB-data.statistics-national-statistical-office-output,GAB,data.statistics,Data,instrument,National statistical system and its governing law,Under review,2026-05-23,Bill amending the statistical system law presented in Council 2026-05-22,2026-05-23,Advanced,"No dated release, yearbook or dataset from the statistics office held","A bill amending Loi 15/2014 instituting and organising the Systeme Statistique National, as modified by Loi 016/2022, was presented to the Council of Ministers on 22 May 2026 to bring it into conformity with the Constitution of 19 December 2024 and make the system's organs fully operational; the institute's own statutes were fixed by Decret 0314 of August 2024, and AFRISTAT ran a data-quality diagnostic mission in 2026",2026-05-23-agp-gabon-revision-cadre-legal-systeme-statistique-national|2026-04-01-afristat-lettre-116-mission-diagnostic-qualite-gabon|2024-08-15-gabon-decret-0314-pr-mpp-statuts-institut-national-statistique|2024-06-13-direction-generale-de-la-statistique,,The institutional record is held and no statistical output from it is
GAB-data.statistics-recensement-general-de-la-population,GAB,data.statistics,Data,instrument,Recensement general de la population et de l'habitat,In development,2026-08-21,Constitutional Court field verification opened across all nine provinces,,Advanced,Did not exist,"The Constitutional Court moved from hearing the government to verifying the census in the field, deploying teams across all nine provinces to test the reliability of the figures before deciding whether to certify them; it heard the planning minister on 12 August 2026, and in Estuaire province the governor reported enumeration coverage above 95% and asked for more river and sea transport so enumerators could reach remote populations",2026-08-21-gabonreview-rgpl-cour-constitutionnelle-verification-chiffres,,"homologation of the definitive results awaits the Court's analysis, so no certified population figure is established"
GAB-data.statistics-second-census-of-economically-weak,GAB,data.statistics,Data,instrument,Second census of economically weak Gabonese,Planned,2026-07-21,"Interministerial committee fixed the terms, with fieldwork from September 2026",,Advanced,Did not exist,"Preparation through July and August 2026 and fieldwork from September 2026, drawing on the population census and health-insurance records",2026-07-21-gabonreview-recensement-gabonais-economiquement-faibles,,Its stated purpose is that the existing social file is not reliable enough to target protection
GAB-data.open-fiscal-transparency-assessment,GAB,data.open,Data,instrument,External fiscal transparency assessment,Implemented,2026-08-19,"Assessed as not meeting the minimum requirements, August 2026",,No change,"Assessed in the previous review as publishing only limited information on debt obligations, excluding state-owned enterprise debt, with no timely publication of the executive budget proposal or end-of-year report and quarterly budget execution reports judged limited and unreliable","Assessed again as not meeting the minimum fiscal transparency requirements in the 2026 report, published 11 August 2026 for the review period to 31 December 2025, which presses governments to publish and regularly update information on state financial obligations including those of major state-owned enterprises; of 139 governments and one entity reviewed, 73 met the requirements and 67 did not, 14 of the latter judged to have made significant progress",2026-08-19-gabonreview-transparence-fiscale-us-fiscal-transparency-report-2026,,
GAB-data.open-fiscal-transparency-assessment-2026,GAB,data.open,Data,instrument,"External fiscal transparency assessment, 2026",Implemented,2026-08-11,Country-specific assessment held in full,,No change,Assessed as not meeting the minimum fiscal transparency requirements,"The country-specific assessment behind the 2026 report is now held in full, where the base had carried only the summary finding",2026-08-11-state-gov-fiscal-transparency-report-2026-gabon,,"the per-country specific assessment rather than the headline table, so the reasoning behind the finding can now be read"
GAB-data.open-open-government-data-portal-or,GAB,data.open,Data,instrument,Open government data portal or policy,Not held,,,,,,,,2026-09-04,
GAB-data.satellite-ageos,GAB,data.satellite,Data,instrument,Agence Gabonaise d'Etudes et d'Observations Spatiales (AGEOS),Implemented,2026-07-15,"792 hectares of forest cover under mining reported, July 2026",2010-09-24,Advanced,Not named in the base,"Established in 2010, running satellite observation for the state: it signed a space cooperation memorandum with LASAC in October 2025, a satellite-data partnership with the telecommunications regulator in January 2026, and reported 792 hectares of forest cover affected by mining in July 2026",2026-07-15-ageos-792-hectares-couvert-forestier-mines|2026-01-30-arcep-ga-ageos-partenariat-donnees-satellitaires|2025-10-28-ageos-lasac-memorandum-cooperation-spatiale|2010-09-24-ageos-agence-gabonaise-etudes-observations-spatiales,,
GAB-geopol.usa-amazon-acquisition-of-globalstar,GAB,geopol.usa,Geopolitics,instrument,Amazon acquisition of Globalstar,"Planned, not finalised",2026-04-14,Talks reported advanced at about US$9bn and not yet finalised,,Baseline not held,Not held,Advanced talks reported for the acquisition of an operator holding spectrum authorisations and partnerships in Gabon for enterprise connectivity and industrial monitoring,2026-04-14 Amazon's $9bn satellite deal set to benefit Africa,,"A single secondary excerpt in which the Gabonese content is one clause, with no licence or counterparty named"
GAB-geopol.china-huawei-digital-transformation-memorandum,GAB,geopol.china,Geopolitics,instrument,Huawei digital transformation memorandum,Implemented,2026-07-17,"Signed on 2025-12-23, witnessed by the supplier's regional chief executive",,Advanced,"An exploratory ministerial mission to the supplier's sites on 26-28 June 2025, with no agreement signed","In force on three pillars - a joint project committee, integration of Gabonese start-ups, and skills transfer - with the connected-schools programme to expand from 2026",2025-07-01-gabon-huawei-partnership-exploration|2026-01-05 Gabon and Huawei Forge Partnership to Boost National Digital Transformation|2026-07-17-gabon-garantie-publique-huawei-start-up,,"No value, term or deliverable schedule is published; the July 2026 accord operationalises two of its pillars rather than superseding it"
GAB-geopol.china-huawei-skills-accord-under-kimba,GAB,geopol.china,Geopolitics,instrument,Huawei skills accord under Kimba Connect,"Planned, signed and unquantified",2026-07-17,Signed on 2026-07-14 alongside the credit-guarantee accord,,Advanced,Did not exist,"The supplier is to create smart rooms, run training in networks, cybersecurity, artificial intelligence and software development, and give access to its certifying training kits; no room count, trainee target, cost or duration is published",2026-07-17-gabon-garantie-publique-huawei-start-up|2026-07-14-kimba-connect-gabon,,"Curriculum, certificate and equipment all belong to one vendor"
GAB-geopol.eu-european-union-digital-cooperation-instrument,GAB,geopol.eu,Geopolitics,instrument,EU Multiannual Indicative Programme 2021-2027,Implemented,2021-01-01,Adopted as annex to Commission decision C(2021)9138,2021-01-01,Advanced,"No Global Gateway package, bilateral agreement or Team Europe document held","The programming instrument under NDICI-Global Europe sets three priority areas for EU cooperation with Gabon — green transition, sustainable growth and green jobs, and governance — with objectives, expected results, indicators, possible blending and EFSD+ guarantees, and a proposed Team Europe Gabon initiative. It carries no digital priority area of its own",2021-01-01-pim-ue-gabon-2021-2027,,The standing EU commitment document for the period; digital is not among its three priority areas
GAB-geopol.gulf-gulf-state-digital-or-technology,GAB,geopol.gulf,Geopolitics,instrument,Presight memorandum renewed at Abu Dhabi,Implemented,2026-02-06,"Memorandum renewed in Abu Dhabi, February 2026",2026-02-06,Advanced,"No investment, data-centre agreement or sovereign-fund commitment naming Gabon held","The Presidency records three memoranda signed in Abu Dhabi, on mining, digital and ports; the digital one renews an existing memorandum with Presight, a G42 subsidiary, to support digital transformation of the public administration and strategic state services using artificial intelligence, advanced analytics and big data, framed as consolidating Gabon's digital sovereignty. No amount, term or deliverable is stated",2026-02-06-presidence-ga-abu-dhabi-trois-memorandums-entente,,
GAB-geopol.india-indian-digital-or-technology-cooperation,GAB,geopol.india,Geopolitics,instrument,Indian cooperation on public-administration modernisation,Planned,2026-04-15,"Multiannual capacity-building convention proposed, April 2026",2026-04-14,Advanced,"No memorandum, line of credit, training place or supplier contract naming Gabon held","India's engagement is scholarships and a proposed multiannual capacity-building convention whose stated focus is digitalisation of the public administration; India's own country brief records memoranda on a Joint Commission Meeting and on foreign-service training cooperation, an investment memorandum between the two business chambers, a 2007 housing line of credit and ITEC and ICCR training places. No signed digital instrument and no supplier contract is held",2026-04-15-brief-on-india-gabon-relations|2026-04-14-inde-modernisation-administration-publique-gabon,,
