row_id,place,subject,section,kind,name,status,as_at,milestone,since,prior_status,prior_as_at,movement,position_start,position_end,sources,probe_at,note
ZMB-tech.ai-parliament-ai-automation,ZMB,tech.ai,Artificial intelligence and the technology sector,instrument,National Assembly artificial-intelligence automation,In development,2026-07-28,Implementing partner's first-hand account published,,,,Baseline not held,Not established; the base carries no position on parliamentary AI use in Zambia at 2025-08-01,"The National Assembly is working with an implementing partner to automate routine public query handling, consolidate budget and administrative data and surface information to members during debates and committee hearings; the partner reports staff using public AI tools on personal judgment, limited monitoring of data flows into those platforms and no consistent approach to hallucinations",2026-07-28-idinsight-responsible-ai-african-parliaments,,"The same finding is reported from two other African parliaments, which makes it a pattern rather than an incident"
ZMB-tech.ai-national-ai-compute,ZMB,tech.ai,Artificial intelligence and the technology sector,instrument,National artificial intelligence compute inventory,Not held,,,,,,,,,,,
ZMB-tech.ai-national-ai-institution,ZMB,tech.ai,Artificial intelligence and the technology sector,instrument,National artificial intelligence institution or agency,Not held,,,,,,,,,,,
ZMB-tech.industry-dot-com-zambia,ZMB,tech.industry,Artificial intelligence and the technology sector,instrument,Dot Com Zambia PLC,Implemented,2026-05-14,Listing on the Lusaka Securities Exchange described as recent,,,,Baseline not held,Not established; the base carries no position on the firm at 2025-08-01,"A Zambian technology firm founded 2009 providing payment systems, revenue-collection platforms and digital business solutions including electronic tolling and levy collection, described by the technology minister as one of the first local technology firms to list on the securities exchange; no listing date, valuation or capital raised is held",2026-05-14-zambia-accelerate-digital-economy-ppp,,
ZMB-tech.industry-female-founder-share,ZMB,tech.industry,Artificial intelligence and the technology sector,measure,Female co-founder and chief executive share of startups,,2026-08-04,Third edition of a continental diversity report,,,,Baseline not held,Not established; no Zambia-specific prior-year value is given in the source,"29% of Zambian startups sampled have at least one female co-founder, the highest of any country covered, and 22.6% have a female chief executive; continental context is 19.2% female co-founded against 17.3% in 2024, from a sample of more than 3,000 startups",2026-08-04-diversity-dividend-female-startup-cofounders,,The underlying report is not held; only the trade-press account is
ZMB-tech.industry-ict-share-of-gdp,ZMB,tech.industry,Artificial intelligence and the technology sector,instrument,ICT sector contribution to GDP,Not held,,,,,,,,,,,
ZMB-tech.industry-mobile-market-size,ZMB,tech.industry,Artificial intelligence and the technology sector,measure,Mobile market subscriptions and turnover,,2022-12-31,Regulator annual market performance report for 2022,,,,Baseline not held,Not established for 2025-08-01; the newest market-revenue figure the base holds predates the window by more than two years,"Active mobile subscriptions 19.8 million at end-2022, down 2% from 20.2 million in 2021, with penetration falling to 101.2 per 100 from 110 after SIM-registration guidelines; mobile sector turnover ZMW 7.8bn in 2022, up 18% year on year",2023-03-13-zicta-2022-annual-market-report-subscriptions,,Regulator-reported; the article's own dollar conversions are undated as to rate
ZMB-tech.innovate-emark-innovation-hub,ZMB,tech.innovate,Artificial intelligence and the technology sector,instrument,E-MARK Innovation Hub,Implemented,2026-07-17,Ran the nine-month pipeline that took Team Zambia to the Geneva global finals,,,,Baseline not held,"Not established; the base carries no position on the hub at 2025-08-01, and the nine-month cycle it describes began around October 2025","A private Zambian innovation hub which identified and mentored the delegation that reached the global finals of the 2026 AI for Good summit and youth robotics challenge among nearly 50 participating countries, and co-organised the national recognition ceremony with the technology ministry and the Presidential Delivery Unit; no figures on size, funding, participant numbers or geographic reach are held",2026-07-17-zambia-ai-leadership-robotics-challenge,,"The hub's chief executive said on his own account that the talent pool is real but investment in research, technology and innovation is not"
ZMB-tech.innovate-innovation-fund,ZMB,tech.innovate,Artificial intelligence and the technology sector,instrument,Government innovation or venture fund,Not held,,,,,,,,,,,
ZMB-tech.innovate-green-giraffe,ZMB,tech.innovate,Artificial intelligence and the technology sector,instrument,Green Giraffe,Implemented,2026-07-31,Founded 2022; founder interview on the record,,Implemented,2026-07-31,No change,"Operating since 2022 on the founders' own account, though the base holds no dated position on the firm before 2026-07-31","A Zambian agritech pairing satellite imagery with artificial intelligence to route smallholders into premium markets, operating a virtual warehouse in which buyers specify variety, quality standards and compliance requirements before planting and contracts are signed pre-harvest",2026-07-31-green-giraffe-ai-farmers-zambia,,"The founders state the company exists because EU traceability-compliance software was quoted at thousands to tens of thousands of dollars a month; no revenue, farmer count, funding or independent evaluation is held"
ZMB-tech.innovate-padue,ZMB,tech.innovate,Artificial intelligence and the technology sector,instrument,Padue,Implemented,2026-07-21,Founded 2025; profiled 2026-07-21,,,,Baseline not held,"Not established; the source gives 2025 as the founding year without a month, so no position at 2025-08-01 can be stated","A mobile roadside-assistance marketplace connecting drivers to nearby providers for punctures, flat batteries and towing, with in-app messaging, notifications and real-time geolocation; no user numbers, revenue or funding held",2026-07-21-dalitso-mbewe-padue-zambie,,
ZMB-tech.innovate-technology-hub-inventory,ZMB,tech.innovate,Artificial intelligence and the technology sector,instrument,Technology hub inventory,Not held,,,,,,,,,,,
ZMB-tech.innovate-startup-funding-totals,ZMB,tech.innovate,Artificial intelligence and the technology sector,instrument,Zambian startup funding totals,Not held,,,,,,,,,,,
ZMB-capacity.literacy-digital-transformation-centres,ZMB,capacity.literacy,"Inclusion, capacity and finance",instrument,Digital Transformation Centres Initiative,Implemented,2026-08-05,ICT equipment handed to Mpika Youth Resource Centre,,,,Advanced,"The base holds no dated position at 2025-08-01; the same 2026 source states retrospectively, at year precision, that satellite kits were deployed to 23 youth resource centres during 2025","Run by the state ICT institute with the International Telecommunication Union and the youth ministry; computers, a projector and an industrial printer handed to the Mpika centre with two further handovers named",2026-08-05-smart-zambia-itu-mpika-digital-skills|2026-07-17-zambia-ai-leadership-robotics-challenge,,"No cost, contract term, procurement route or trainee count is published"
ZMB-capacity.literacy-digital-literacy-rate,ZMB,capacity.literacy,"Inclusion, capacity and finance",instrument,National digital literacy rate or programme,Not held,,,,,,,,,,,
ZMB-capacity.research-zra-ictd-mou,ZMB,capacity.research,"Inclusion, capacity and finance",instrument,Revenue authority research memorandum,Implemented,2026-07-17,Memorandum and non-disclosure agreement signed,2026-07-17,,,Advanced,Did not exist,"Signed by the Zambia Revenue Authority and an international tax and development research centre, covering research, capacity building and innovation for evidence-based tax administration",2026-07-17-zambia-revenue-authority-ictd-deal,,"The accompanying non-disclosure agreement means the terms, and whether taxpayer microdata moves, are not disclosed"
ZMB-capacity.research-national-ict-research-institute,ZMB,capacity.research,"Inclusion, capacity and finance",instrument,University or national ICT research institute,Not held,,,,,,,,,,,
ZMB-capacity.training-dzap-skills-component,ZMB,capacity.training,"Inclusion, capacity and finance",instrument,Digital skills and capabilities component,Planned,2025-09-11,Board approval of the parent grant,,Planned,2025-01-20,Advanced,"A US$5 million component of an appraisal-stage project, expected approval 2025-03-27, status pipeline","A US$5 million component of a board-approved US$100 million grant closing 2030-10-31; no training activity, target or delivery under the component is reported",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2025-09-11 DZAP World Bank PAD,,
ZMB-capacity.training-egovernment-plan-targets,ZMB,capacity.training,"Inclusion, capacity and finance",instrument,Digital skills targets under the e-Government Plan 2023-2026,Not held,,,,,,,,,,,
ZMB-capacity.training-public-officers-trained,ZMB,capacity.training,"Inclusion, capacity and finance",measure,Public officers trained in digital skills and data protection,,2026-07-20,146 officers trained across three district administrations,,,,Advanced,A decentralised government digital-skills training programme was launched in December 2025; no headcount is recorded,"146 public officers trained in Gwembe, Mazabuka and Siavonga in digital literacy, cybersecurity, data protection, e-government platform use and data management; no cumulative national total is published",2026-07-20-smart-zambia-trains-146-district-officers-southern-province,,"A single-province tranche, not a coverage measure"
ZMB-capacity.training-huawei-academy-training,ZMB,capacity.training,"Inclusion, capacity and finance",instrument,Vendor global academy training commitment,Planned,2026-06-08,Included in the memorandum signed at the Zambia Mobile Congress,2026-06-08,,,Advanced,Did not exist,"About 5,000 young Zambians are to be trained over three years through the vendor's global academy as part of a memorandum also covering AI infrastructure, sovereign cloud hosting and a co-invested national data centre",2026-06-08-zambia-huawei-ai-sovereignty-partnership,,"No start date, cost, curriculum or intake process is reported"
ZMB-finance.budget-digital-infrastructure-allocation,ZMB,finance.budget,"Inclusion, capacity and finance",measure,K255 million digital infrastructure and quality-of-service allocation,,2026-01-01,Approval announced after the third digital economy roundtable,,,,Advanced,No appropriation line found for any earlier year; this is the first domestic budget line the wiki holds for Zambia,"ZMW 255,000,000 approved for upgrading digital infrastructure and quality of service, particularly rural, for fiscal year 2026",2026-01-01-zmb-2026-govt-digital-infra-qos|2026-05-15-zambia-approves-k255m-digital-infrastructure,,"The stage is unclear - approved is the source's word, and whether this is a cabinet approval, an appropriation or an in-year release is not stated; the amount is carried in kwacha only and no funding source is named"
ZMB-finance.budget-ministry-appropriation,ZMB,finance.budget,"Inclusion, capacity and finance",instrument,Ministry of Technology and Science annual appropriation,Not held,,,,,,,,,,,
ZMB-finance.budget-acceleration-project-counterpart,ZMB,finance.budget,"Inclusion, capacity and finance",instrument,State ICT institute appropriation and project counterpart funding,Not held,,,,,,,,,,,
ZMB-finance.budget-universal-access-fund-accounts,ZMB,finance.budget,"Inclusion, capacity and finance",instrument,Universal Access and Service Fund accounts,Not held,,,,,,,,,,,
ZMB-finance.mou-ethiopia-nidp-mou,ZMB,finance.mou,"Inclusion, capacity and finance",instrument,Digital identity memorandum with Ethiopia,Implemented,2025-10-03,Reported signed; signing date not established,,,,Baseline not held,"The base fixes no date for the signing, and the related remarks were made in Addis Ababa in April 2025, so the memorandum may predate the window",Signed by the two national digital identity leads to collaborate on digital identity implementation; Zambia cites Ethiopia's domestically developed model as the reason for the choice,2025-10-03 Zambia plans domestic digital ID development with help from international partners,,"No value, duration or workplan is stated"
ZMB-finance.mou-payments-association-compact,ZMB,finance.mou,"Inclusion, capacity and finance",instrument,Government compact with the Payments Association of Zambia,Implemented,2026-02-26,State House meeting 2026-02-26,2026-02-26,,,Advanced,Did not exist,"Government and the association agreed to accelerate digital financial services and reduce cash dependency, with quarterly regulatory coordination between the technology ministry, the central bank and the regulator; a fourth mobile network operator was named and committed to the national financial inclusion strategy",2026-02-27 Zambia partners with PAYZ to boost financial inclusion,,"No document, value or target is published"
ZMB-finance.mou-undp-tbi-mou,ZMB,finance.mou,"Inclusion, capacity and finance",instrument,UNDP and Tony Blair Institute memorandum of understanding,Implemented,2025-11-20,Signed in Lusaka 2025-11-20,2025-11-20,,,Advanced,Did not exist,"Signed by the UNDP resident representative and the institute's country director, covering digital transformation and inclusion, public-sector capability, investment promotion, health systems including improved data systems, and climate-resilient agriculture. The Government of Zambia is not a party, though the areas were identified jointly with it",2025-11-20-undp-tbi-mou-zambia|2026-01-05 Zambia programs national digital ID rollout for year-end,,"No value, duration or termination terms are disclosed and the text is unpublished; a bilateral between two external organisations coordinating their support to government"
ZMB-finance.mou-zoyk-visa-partnership,ZMB,finance.mou,"Inclusion, capacity and finance",instrument,Zoyk and Visa partnership,Implemented,2026-06-03,Launched 2026-06-03,2026-06-03,,,Advanced,Did not exist,"Launched to connect a Zambian fintech's local rails to a global card network for regional cross-border trade, with a keynote from the state ICT institute's national coordinator",2026-06-03-zoyk-visa-digital-payments-partnership,,"No value, volume commitment or launch product is reported"
ZMB-finance.new-digital-zambia-acceleration-project,ZMB,finance.new,"Inclusion, capacity and finance",instrument,Digital Zambia Acceleration Project,Implemented,2025-09-11,Board approval 2025-09-11,2025-09-11,Planned,2025-01-20,Advanced,"Appraisal-stage project information document dated 2025-01-20, status pipeline, expected approval 2025-03-27","Board-approved grant of SDR 73.9 million, about US$100 million equivalent, in a US$120 million total operation cost including US$20 million commercial financing, implemented by the state ICT institute and closing 2030-10-31; components are broadband US$50m, interoperable and secure platforms US$38m, skills US$5m and management US$7m",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2025-09-11 DZAP World Bank PAD|2026-01-05 Zambia programs national digital ID rollout for year-end,,The fifth operation of a multiphase regional programme with a US$2.48bn envelope across 15 countries; expected disbursement in the lender's FY2026 is US$6 million
ZMB-finance.new-improved-rural-connectivity-project,ZMB,finance.new,"Inclusion, capacity and finance",instrument,Improved Rural Connectivity Project,Implemented,2025-12-31,Stated closing date of 2025-12-31,2017-05-04,Implemented,2017-05-04,No change,"US$200,000,000 committed in 2017, of which US$141,100,654 disbursed, status active","Same amounts; the held record gives a closing date of 2025-12-31 while also carrying status active as enriched on 2026-07-21, and no source confirms closure or a final disbursement",2017-05-04-wb-zmb-001-zambia-improved-rural-connectivity-project,,"The record's implementing agency is the National Road Fund Agency, which does not sit easily with the broadband description; treat as suspect before using as evidence of digital financing"
ZMB-finance.new-lupiya-digital-lending,ZMB,finance.new,"Inclusion, capacity and finance",instrument,Lupiya digital lending,Implemented,2026-07-27,Tenth anniversary announcement,,,,Baseline not held,The base carries no earlier position on the lender,"More than K500 million lent to over 120,000 customers since founding, operating in all ten provinces and two other African countries, with a further K500 million committed over the next decade targeting small businesses, farmers, traders and women entrepreneurs",2026-07-27-lupiya-zambia-k500m-digital-lending-expansion,,"A forward lending intention by the lender itself, with no external financier or named recipient"
ZMB-finance.new-refugee-host-communities-project,ZMB,finance.new,"Inclusion, capacity and finance",instrument,Zambia Refugee and Host Communities Project,Implemented,2024-12-23,Became effective 2024-12-23,2024-12-23,,,No change,"A US$30 million grant under the host communities and refugees window, board-approved 2024-09-26 and effective 2024-12-23, with agency technical support and the home affairs ministry as manager","Unchanged; a US$6 million identity limb issues biometric registration cards to refugees and former refugees and enrols them into the national register, with completion planned for end-October 2028",2024-09-27-world-bank-zambia-refugee-host-communities-grant|2025-10-03 Zambia plans domestic digital ID development with help from international partners,,"No disbursement figure, enrolment count or implementation progress within the window is held"
ZMB-include.access-device-data-affordability,ZMB,include.access,"Inclusion, capacity and finance",instrument,Device affordability and data cost as a share of income,Not held,,,,,,,,,,,
ZMB-include.access-disability-digital-access,ZMB,include.access,"Inclusion, capacity and finance",instrument,Digital access for persons with disabilities,Not held,,,,,,,,,,,
ZMB-include.access-financial-inclusion,ZMB,include.access,"Inclusion, capacity and finance",measure,"Financial inclusion, adult population",,2025-01-01,National consumer survey published by the central bank,,,,Advanced,69.4% financially included (2020),"80.1% financially included (2025), with mobile money use at 76.2%",2026-07-27-zambia-from-rails-to-routine-national-financial-switch,,Survey month not stated; carried at year precision
ZMB-include.access-universal-access-service-fund,ZMB,include.access,"Inclusion, capacity and finance",instrument,Universal Access and Service Fund,Implemented,2026-06-17,"Board assessment tour of Muchinga, Northern and Luapula projects",2019-01-01,Implemented,2025-09-01,No change,"Tower, last-mile fibre, learning-institution and inclusive-ICT programmes running; two named towers built in 2021 and 2025 were inspected in August 2025","Same programme structure; the 2026 assessment covers a special school serving 768 learners of whom 213 live with disabilities, and no new tower or coverage total is published",2025-09-01-zicta-uasf-copperbelt-northwestern|2026-06-17-zicta-assesses-uasf-projects-muchinga|2026-07-23-zambia-postal-courier-services-bill-2026,,"No fund size, levy rate, annual disbursement or cumulative tower count is held for any year"
ZMB-include.divides-gender-gap-internet,ZMB,include.divides,"Inclusion, capacity and finance",instrument,Gender gap in internet use or mobile ownership,Not held,,,,,,,,,,,
ZMB-include.divides-rural-urban-split,ZMB,include.divides,"Inclusion, capacity and finance",instrument,Rural-urban internet use split,Not held,,,,,,,,,,,
